"MO",70.16,"6/11/2007","09:33.52",-0.14,70.25,70.30,70.16,432586
"MRK",50.02,"6/11/2007","09:33.54",-0.12,50.30,50.02,49.66,1383579
"CAT",78.19,"6/11/2007","09:33.55",-0.33,78.32,78.19,77.99,205914
"DIS",34.17,"6/11/2007","09:33.55",-0.03,34.28,34.17,34.04,172388
"T",40.00,"6/11/2007","09:33.55",-0.26,40.20,40.00,39.87,651814
"HPQ",45.74,"6/11/2007","09:33.56",0.04,45.80,45.74,45.59,240476
"MSFT",30.00,"6/11/2007","09:33.56",-0.05,30.05,30.00,29.95,5328099
"MCD",51.05,"6/11/2007","09:33.58",-0.36,51.47,51.05,50.80,153248
"JNJ",62.22,"6/11/2007","09:33.59",0.09,62.89,62.22,62.08,325179
"AA",39.43,"6/11/2007","09:34.01",-0.23,39.67,39.43,39.31,146694
"AXP",62.52,"6/11/2007","09:34.01",-0.52,62.79,62.52,62.38,901729
"GE",37.20,"6/11/2007","09:34.01",-0.12,37.07,37.20,37.12,522939
"JPM",50.32,"6/11/2007","09:34.01",-0.09,50.41,50.32,50.25,296409
"MRK",50.03,"6/11/2007","09:34.01",-0.11,50.30,50.03,49.66,1387453
"UTX",69.78,"6/11/2007","09:34.01",-0.45,69.85,69.78,69.71,135107
"XOM",82.54,"6/11/2007","09:34.01",-0.14,82.68,82.64,82.54,369984
"PG",62.76,"6/11/2007","09:34.02",-0.31,62.80,62.76,62.61,222119
"CAT",78.20,"6/11/2007","09:34.07",-0.32,78.32,78.20,77.99,207785
"MCD",51.06,"6/11/2007","09:34.07",-0.35,51.47,51.06,50.80,155549
"MRK",50.04,"6/11/2007","09:34.07",-0.10,50.30,50.04,49.66,1390773
"VZ",42.90,"6/11/2007","09:34.07",-0.17,42.95,42.90,42.78,203032
"MO",70.15,"6/11/2007","09:34.09",-0.15,70.25,70.30,70.15,437714
"IBM",102.85,"6/11/2007","09:34.11",-0.22,102.87,102.85,102.77,138992
"MMM",85.62,"6/11/2007","09:34.11",-0.32,85.94,85.75,85.62,185132
"HPQ",45.75,"6/11/2007","09:34.12",0.05,45.80,45.75,45.59,248569
"DD",50.71,"6/11/2007","09:34.13",-0.42,51.13,50.71,50.60,70997
"MRK",50.05,"6/11/2007","09:34.13",-0.09,50.30,50.05,49.66,1394093
"DIS",34.18,"6/11/2007","09:34.14",-0.02,34.28,34.18,34.04,177828
"T",40.01,"6/11/2007","09:34.14",-0.25,40.20,40.01,39.87,663385
"AIG",71.35,"6/11/2007","09:34.16",-0.18,71.29,71.35,71.26,160226
"HON",57.11,"6/11/2007","09:34.16",-0.27,57.25,57.11,57.02,128269
"JNJ",62.23,"6/11/2007","09:34.16",0.10,62.89,62.23,62.08,330285
"MCD",51.07,"6/11/2007","09:34.17",-0.34,51.47,51.07,50.80,158106
"AXP",62.53,"6/11/2007","09:34.19",-0.51,62.79,62.53,62.38,906762
"CAT",78.21,"6/11/2007","09:34.19",-0.31,78.32,78.21,77.99,209655
"PG",62.77,"6/11/2007","09:34.19",-0.30,62.80,62.77,62.61,232049
"MRK",50.06,"6/11/2007","09:34.20",-0.08,50.30,50.06,49.66,1397966
"C",53.06,"6/11/2007","09:34.21",-0.27,53.20,53.06,52.99,284339
"PFE",26.38,"6/11/2007","09:34.21",-0.14,26.50,26.38,26.31,725751
"WMT",49.80,"6/11/2007","09:34.21",-0.28,49.90,49.87,49.80,615768
"AA",39.44,"6/11/2007","09:34.22",-0.22,39.67,39.44,39.31,152889
"MO",70.14,"6/11/2007","09:34.26",-0.16,70.25,70.30,70.14,442843
"MRK",50.07,"6/11/2007","09:34.26",-0.07,50.30,50.07,49.66,1401286
"MCD",51.08,"6/11/2007","09:34.27",-0.33,51.47,51.08,50.80,160662
"XOM",82.53,"6/11/2007","09:34.27",-0.15,82.68,82.64,82.53,394283
"VZ",42.91,"6/11/2007","09:34.28",-0.16,42.95,42.91,42.78,210151
"HPQ",45.76,"6/11/2007","09:34.29",0.06,45.80,45.76,45.59,257169
"CAT",78.22,"6/11/2007","09:34.31",-0.30,78.32,78.22,77.99,211526
"GM",31.45,"6/11/2007","09:34.31",0.45,31.00,31.50,31.45,582429
"HD",37.67,"6/11/2007","09:34.31",-0.28,37.78,37.67,37.62,208373
"MMM",85.61,"6/11/2007","09:34.31",-0.33,85.94,85.75,85.61,187445
"DIS",34.19,"6/11/2007","09:34.32",-0.01,34.28,34.19,34.04,182982
"T",40.02,"6/11/2007","09:34.32",-0.24,40.20,40.02,39.87,674347
"MRK",50.08,"6/11/2007","09:34.33",-0.06,50.30,50.08,49.66,1405159
"JNJ",62.24,"6/11/2007","09:34.34",0.11,62.89,62.24,62.08,335691
"GE",37.21,"6/11/2007","09:34.35",-0.11,37.07,37.21,37.12,571899
"JPM",50.33,"6/11/2007","09:34.35",-0.08,50.41,50.33,50.25,312035
"UTX",69.79,"6/11/2007","09:34.35",-0.44,69.85,69.79,69.71,140477
"MCD",51.09,"6/11/2007","09:34.36",-0.32,51.47,51.09,50.80,162963
"PG",62.78,"6/11/2007","09:34.36",-0.29,62.80,62.78,62.61,241980
"AXP",62.54,"6/11/2007","09:34.37",-0.50,62.79,62.54,62.38,911794
"DD",50.72,"6/11/2007","09:34.37",-0.41,51.13,50.72,50.60,76807
"MRK",50.09,"6/11/2007","09:34.39",-0.05,50.30,50.09,49.66,1408479
"CAT",78.23,"6/11/2007","09:34.43",-0.29,78.32,78.23,77.99,213396
"MO",70.13,"6/11/2007","09:34.43",-0.17,70.25,70.30,70.13,447971
"AA",39.45,"6/11/2007","09:34.44",-0.21,39.67,39.45,39.31,159379
"IBM",102.86,"6/11/2007","09:34.44",-0.21,102.87,102.86,102.77,147550
"AIG",71.36,"6/11/2007","09:34.46",-0.17,71.29,71.36,71.26,170401
"HON",57.12,"6/11/2007","09:34.46",-0.26,57.25,57.12,57.02,130199
"HPQ",45.77,"6/11/2007","09:34.46",0.07,45.80,45.77,45.59,265768
"MCD",51.10,"6/11/2007","09:34.46",-0.31,51.47,51.10,50.80,165520
"MRK",50.10,"6/11/2007","09:34.46",-0.04,50.30,50.10,49.66,1412353
"MSFT",30.01,"6/11/2007","09:34.46",-0.04,30.05,30.01,29.95,5426909
"VZ",42.92,"6/11/2007","09:34.50",-0.15,42.95,42.92,42.78,217609
"DIS",34.20,"6/11/2007","09:34.51",0.00,34.28,34.20,34.04,188422
"MMM",85.60,"6/11/2007","09:34.51",-0.34,85.94,85.75,85.60,189758
"T",40.03,"6/11/2007","09:34.51",-0.23,40.20,40.03,39.87,685918
"JNJ",62.25,"6/11/2007","09:34.52",0.12,62.89,62.25,62.08,341097
"MRK",50.11,"6/11/2007","09:34.52",-0.03,50.30,50.11,49.66,1415673
"PG",62.79,"6/11/2007","09:34.52",-0.28,62.80,62.79,62.61,251326
"XOM",82.52,"6/11/2007","09:34.54",-0.16,82.68,82.64,82.52,419517
"CAT",78.24,"6/11/2007","09:34.55",-0.28,78.32,78.24,77.99,215267
"AXP",62.55,"6/11/2007","09:34.56",-0.49,62.79,62.55,62.38,917106
"MCD",51.11,"6/11/2007","09:34.56",-0.30,51.47,51.11,50.80,168077
"MRK",50.12,"6/11/2007","09:34.59",-0.02,50.30,50.12,49.66,1419546
"C",53.07,"6/11/2007","09:35.01",-0.26,53.20,53.07,52.99,315273
"DD",50.73,"6/11/2007","09:35.01",-0.40,51.13,50.73,50.60,82617
"MO",70.12,"6/11/2007","09:35.01",-0.18,70.25,70.30,70.12,453401
"PFE",26.39,"6/11/2007","09:35.01",-0.13,26.50,26.39,26.31,770134
"WMT",49.79,"6/11/2007","09:35.01",-0.29,49.90,49.87,49.79,640185
"HPQ",45.78,"6/11/2007","09:35.02",0.08,45.80,45.78,45.59,273861
"MCD",51.12,"6/11/2007","09:35.05",-0.29,51.47,51.12,50.80,170378
"MRK",50.13,"6/11/2007","09:35.05",-0.01,50.30,50.13,49.66,1422866
"AA",39.46,"6/11/2007","09:35.06",-0.20,39.67,39.46,39.31,165869
"CAT",78.25,"6/11/2007","09:35.07",-0.27,78.32,78.25,77.99,217138
"GE",37.22,"6/11/2007","09:35.09",-0.10,37.07,37.22,37.12,620859
"JNJ",62.26,"6/11/2007","09:35.09",0.13,62.89,62.26,62.08,346202
"JPM",50.34,"6/11/2007","09:35.09",-0.07,50.41,50.34,50.25,327661
"PG",62.80,"6/11/2007","09:35.09",-0.27,62.80,62.80,62.61,261257
"UTX",69.80,"6/11/2007","09:35.09",-0.43,69.85,69.80,69.71,145846
"DIS",34.21,"6/11/2007","09:35.10",0.01,34.28,34.21,34.04,193863
"T",40.04,"6/11/2007","09:35.10",-0.22,40.20,40.04,39.87,697489
"MMM",85.59,"6/11/2007","09:35.11",-0.35,85.94,85.75,85.59,192072
"VZ",42.93,"6/11/2007","09:35.11",-0.14,42.95,42.93,42.78,224728
"MRK",50.14,"6/11/2007","09:35.12",0.00,50.30,50.14,49.66,1426739
"AXP",62.56,"6/11/2007","09:35.14",-0.48,62.79,62.56,62.38,922139
"MCD",51.13,"6/11/2007","09:35.15",-0.28,51.47,51.13,50.80,172934
"AIG",71.37,"6/11/2007","09:35.16",-0.16,71.29,71.37,71.26,180576
"HON",57.13,"6/11/2007","09:35.16",-0.25,57.25,57.13,57.02,132129
"IBM",102.87,"6/11/2007","09:35.17",-0.20,102.87,102.87,102.77,156108
"MO",70.11,"6/11/2007","09:35.18",-0.19,70.25,70.30,70.11,458529
"MRK",50.15,"6/11/2007","09:35.18",0.01,50.30,50.15,49.66,1430059
"CAT",78.26,"6/11/2007","09:35.19",-0.26,78.32,78.26,77.99,219008
"HPQ",45.79,"6/11/2007","09:35.19",0.09,45.80,45.79,45.59,282460
"XOM",82.51,"6/11/2007","09:35.21",-0.17,82.68,82.64,82.51,444751
"DD",50.74,"6/11/2007","09:35.25",-0.39,51.13,50.74,50.60,88427
"MCD",51.14,"6/11/2007","09:35.25",-0.27,51.47,51.14,50.80,175491
"MRK",50.16,"6/11/2007","09:35.25",0.02,50.30,50.16,49.66,1433933
"PG",62.81,"6/11/2007","09:35.26",-0.26,62.80,62.81,62.61,271187
"JNJ",62.27,"6/11/2007","09:35.27",0.14,62.89,62.27,62.08,351608
"AA",39.47,"6/11/2007","09:35.28",-0.19,39.67,39.47,39.31,172359
"DIS",34.22,"6/11/2007","09:35.29",0.02,34.28,34.22,34.04,199303
"T",40.05,"6/11/2007","09:35.29",-0.21,40.20,40.05,39.87,709060
"CAT",78.27,"6/11/2007","09:35.31",-0.25,78.32,78.27,77.99,220879
"GM",31.44,"6/11/2007","09:35.31",0.44,31.00,31.50,31.44,672092
"HD",37.68,"6/11/2007","09:35.31",-0.27,37.78,37.68,37.62,229053
"MMM",85.58,"6/11/2007","09:35.31",-0.36,85.94,85.75,85.58,194385
"MRK",50.17,"6/11/2007","09:35.31",0.03,50.30,50.17,49.66,1437253
"AXP",62.57,"6/11/2007","09:35.33",-0.47,62.79,62.57,62.38,927451
"VZ",42.94,"6/11/2007","09:35.33",-0.13,42.95,42.94,42.78,232186
"MCD",51.15,"6/11/2007","09:35.34",-0.26,51.47,51.15,50.80,177792
"MO",70.10,"6/11/2007","09:35.35",-0.20,70.25,70.30,70.10,463658
"HPQ",45.80,"6/11/2007","09:35.36",0.10,45.80,45.80,45.59,291059
"MSFT",30.02,"6/11/2007","09:35.36",-0.03,30.05,30.02,29.95,5525720
